Email,Password,user_name,cth_id,courthouse_name,courthouse_code,Type,cas_id1,hea_id1,cas_id2,hea_id2,cas_id3,hea_id3,cas_id4,hea_id4,cas_id5,hea_id5
PerfCourtClerk102@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk102,106,"Preston Tom Finney Stand",106,CourtClerk,170568,426558,165560,413911,170488,426371,177640,444319,165848,414632
PerfCourtClerk103@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk103,107,"Portsmouth Combined Court Centre",107,CourtClerk,8232564,20588134,8276884,20699012,8275588,20695738,8267220,20674775,8232564,20588134
PerfCourtClerk104@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk104,108,"Preston Combined Court Centre",108,CourtClerk,9962008,24910742,9955912,24895457,9885912,24720539,9910840,24782841,9890616,24732254
PerfCourtClerk105@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk105,109,"Preston Session House",109,CourtClerk,2496308,6243562,2505268,6265903,2505268,6265903,2494260,6238506,2501428,6256287
PerfCourtClerk106@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk106,110,"Prospero House",110,CourtClerk,4247632,10624656,4248880,10627827,4225392,10568921,4247632,10624656,4215104,10543184
PerfCourtClerk107@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk107,14,"Bradford Combined Court Centre",14,CourtClerk,6935648,17343640,6953616,17388501,6956928,17396732,6935648,17343640,6987728,17473356
PerfCourtClerk108@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk108,13,"Bournemouth Combined Court Centre",13,CourtClerk,10055226,25143659,10090858,25232365,10016794,25047935,10064698,25167225,10064698,25167225
PerfCourtClerk109@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk109,21,"Cardiff",21,CourtClerk,10411196,26032555,10339548,25853795,10283964,25714866,10300732,25756976,10412764,26036516
PerfCourtClerk10@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk10,57,"Hove Trial Centre",57,CourtClerk,4961726,12409801,4995950,12495327,4995950,12495327,4985438,12469020,4957710,12400005
PerfCourtClerk110@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk110,24,"Central Criminal Court",24,CourtClerk,4732772,11836865,4711748,11784260,4735588,11843916,4852580,12137235,4832276,12086283
PerfCourtClerk111@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk111,115,"Reading Crown Court",115,CourtClerk,6405275,16017819,6469035,16176986,6487691,16223673,6408459,16025767,6425259,16067839
PerfCourtClerk112@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk112,116,"Reading Magistrates Court",116,CourtClerk,4395378,10993338,4400274,11005572,4411234,11032958,4368930,10927199,4395378,10993337
PerfCourtClerk113@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk113,117,"Salisbury Combined Court Centre",117,CourtClerk,834201,2086745,863833,2160599,893753,2235864,832521,2082604,863833,2160599
PerfCourtClerk114@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk114,118,"Shrewsbury",118,CourtClerk,808568,2022590,817192,2044168,808568,2022590,816344,2042009,825288,2064488
PerfCourtClerk115@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk115,119,"Snaresbrook",119,CourtClerk,2165159,5415384,2246791,5619206,2020535,5054083,2088551,5224061,2081031,5205291
PerfCourtClerk116@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk116,120,"Southampton Combined Court Centre",120,CourtClerk,6013910,15039866,5971350,14934025,6001926,15010072,5990310,14981091,5992854,14987416
PerfCourtClerk117@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk117,121,"Southend",121,CourtClerk,955178,2389778,954618,2388343,953674,2386020,955178,2389777,960986,2404288
PerfCourtClerk118@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk118,122,"Southwark",122,CourtClerk,7437843,18599566,7548467,18876083,7526755,18821856,7548467,18876083,7420739,18556726
PerfCourtClerk119@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk119,123,"Stafford Combined Court Centre",123,CourtClerk,1097326,2745417,1097326,2745417,1107358,2770348,1133070,2834619,1100718,2753873
PerfCourtClerk11@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk11,21,"Cardiff",21,CourtClerk,10362476,25911147,10385644,25968971,10374956,25942292,10335212,25843064,10300732,25756976
PerfCourtClerk120@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk120,134,"Teesside Combined Court Centre",134,CourtClerk,7040896,17606830,7144048,17864964,7043072,17612280,7165216,17918040,7062528,17661127
PerfCourtClerk121@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk121,144,"Wolverhampton Combined Court Centre",144,CourtClerk,8300152,20757011,8347816,20876091,8300152,20757011,8348904,20878794,8382424,20962476
PerfCourtClerk122@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk122,87,"Manchester Minshull Street",87,CourtClerk,8853372,22138814,8761852,21910246,8808108,22025900,8744860,21867931,8823548,22064314
PerfCourtClerk123@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk123,94,"Newport Gwent",94,CourtClerk,5248589,13126891,5282381,13211541,5286573,13222005,5285389,13219106,5241101,13108137
PerfCourtClerk124@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk124,119,"Snaresbrook",119,CourtClerk,2127751,5321811,2246791,5619206,2017863,5047430,2046711,5119534,2165159,5415384
PerfCourtClerk125@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk125,122,"Southwark",122,CourtClerk,7576563,18946613,7576563,18946613,7572803,18937048,7526755,18821856,7504659,18766438
PerfCourtClerk126@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk126,124,"St Albans",124,CourtClerk,4555234,11392879,4551010,11382246,4564002,11414772,4522434,11310734,4526226,11320120
PerfCourtClerk127@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk127,134,"Teesside Combined Court Centre",134,CourtClerk,7104128,17765216,7046864,17621798,7100240,17755454,7104128,17765216,7058736,17651607
PerfCourtClerk128@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk128,145,"Wolverhampton CC at Park Hall",145,CourtClerk,2640488,6604371,2641224,6606267,2641528,6607006,2651976,6633110,2661832,6657968
PerfCourtClerk129@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk129,135,"Teesside Magistrates Court",135,CourtClerk,184760,462126,183368,458661,183368,458662,179480,448935,179480,448935
PerfCourtClerk12@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk12,40,"Croydon",40,CourtClerk,8536923,21348343,8613739,21540148,8561979,21410937,8584587,21467274,8604955,21518194
PerfCourtClerk130@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk130,137,"Sheffield Combined Court Centre",137,CourtClerk,7938100,19850190,7851620,19634412,7994100,19989639,7978388,19950487,7861620,19659389
PerfCourtClerk131@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk131,87,"Manchester Minshull Street",87,CourtClerk,8873660,22189179,8748716,21877630,8809596,22029677,8773836,21940159,8853372,22138814
PerfCourtClerk132@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk132,7,"Basildon Combined Court Centre",7,CourtClerk,1562227,3907907,1511971,3782287,1542659,3858896,1547827,3871760,1562227,3907907
PerfCourtClerk133@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk133,134,"Teesside Combined Court Centre",134,CourtClerk,7154128,17890284,7067584,17673809,7064528,17666142,7144048,17864964,7163776,17914452
PerfCourtClerk134@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk134,125,"Crown Court Sitting At St Albans Magistrates Court",125,CourtClerk,2599303,6500963,2602327,6508597,2597959,6497533,2609799,6527333,2615463,6541448
PerfCourtClerk135@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk135,47,"Exeter Combined Court Centre",47,CourtClerk,9606321,24021371,9549201,23878455,9620305,24056349,9535057,23843111,9592705,23987398
PerfCourtClerk136@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk136,146,"Wolverhampton Magistrates Court",146,CourtClerk,1395699,3491716,1393059,3485090,1398963,3499892,1391811,3481922,1381443,3455785
PerfCourtClerk137@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk137,47,"Exeter Combined Court Centre",47,CourtClerk,9535057,23843111,9683057,24213514,9549201,23878455,9524241,23816003,9618273,24051318
PerfCourtClerk138@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk138,68,"Leeds Combined Court Centre",68,CourtClerk,3272098,8184109,3308898,8275849,3319090,8301459,3181554,7958155,3182914,7961538
PerfCourtClerk139@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk139,87,"Manchester Minshull Street",87,CourtClerk,8896656,22246840,8750812,21882815,8748716,21877630,8761852,21910246,8779116,21953359
PerfCourtClerk13@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk13,2,"Amersham Law Courts",2,CourtClerk,1363779,3411414,1378947,3449568,1363779,3411414,1378947,3449568,1378947,3449568
PerfCourtClerk140@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk140,8,"Birmingham",8,CourtClerk,9784755,24467660,9780707,24457593,9701987,24260983,9829843,24580637,9825459,24569752
PerfCourtClerk141@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk141,137,"Sheffield Combined Court Centre",137,CourtClerk,7950692,19881422,7938100,19850190,7902900,19762505,7994100,19989639,7926948,19822276
PerfCourtClerk142@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk142,126,"Stoke on Trent Combined Court Centre",126,CourtClerk,1215023,3039804,1226527,3068597,1225183,3065271,1235647,3091442,1226527,3068598
PerfCourtClerk143@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk143,48,"Field House",48,CourtClerk,6124153,15315622,6160745,15406784,6181625,15458993,6243433,15613529,6234889,15592064
PerfCourtClerk144@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk144,147,"Wood Green",147,CourtClerk,6806127,17020123,6885951,17219738,6801871,17009411,6879295,17203103,6867151,17172674
PerfCourtClerk145@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk145,137,"Sheffield Combined Court Centre",137,CourtClerk,7851620,19634412,7902900,19762505,7950692,19881422,7934260,19840594,7966884,19921838
PerfCourtClerk146@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk146,68,"Leeds Combined Court Centre",68,CourtClerk,3295602,8242724,3188690,7975969,3182914,7961538,3237298,8097226,3306866,8270844
PerfCourtClerk147@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk147,93,"Newcastle Combined Court Centre",93,CourtClerk,1841927,4607097,1912327,4783247,1849751,4626821,1903495,4761207,1821575,4556301
PerfCourtClerk148@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk148,10,"Blackfriars",10,CourtClerk,9248006,23124159,9190950,22981496,9157586,22898288,9262598,23160791,9204726,23015960
PerfCourtClerk149@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk149,137,"Sheffield Combined Court Centre",137,CourtClerk,7840644,19606947,7964484,19915866,7934260,19840594,7861620,19659389,7839364,19603774
PerfCourtClerk14@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk14,16,"Bristol",16,CourtClerk,9390972,23481932,9328380,23325513,9306412,23270708,9328380,23325513,9333260,23337696
PerfCourtClerk150@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk150,127,"Swansea",127,CourtClerk,5613858,14040190,5636386,14096346,5610066,14030730,5653554,14139089,5639266,14103575
PerfCourtClerk151@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk151,47,"Exeter Combined Court Centre",47,CourtClerk,9613921,24040434,9637585,24099545,9613921,24040434,9683057,24213514,9636785,24097496
PerfCourtClerk152@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk152,148,"Wood Green at Hendon MC",148,CourtClerk,1045549,2616063,1059053,2649838,1079069,2699661,1059053,2649837,1038957,2599534
PerfCourtClerk153@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk153,138,"The Lowry Theatre",138,CourtClerk,5039344,12603765,5019936,12555213,5013632,12539325,5039344,12603765,5045472,12619135
PerfCourtClerk154@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk154,71,"Leicester",71,CourtClerk,9404412,23515504,9454636,23641498,9445948,23619642,9479100,23703071,9513628,23789475
PerfCourtClerk155@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk155,93,"Newcastle Combined Court Centre",93,CourtClerk,1970215,4928480,1974791,4939928,1837623,4596441,1921751,4806862,1960407,4903882
PerfCourtClerk156@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk156,108,"Preston Combined Court Centre",108,CourtClerk,9959256,24903786,9910840,24782841,9885192,24718708,9890616,24732254,9885912,24720539
PerfCourtClerk157@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk157,13,"Bournemouth Combined Court Centre",13,CourtClerk,10038474,25101935,10094458,25241368,10043754,25115096,9989066,24978624,9977546,24949674
PerfCourtClerk158@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk158,48,"Field House",48,CourtClerk,6276009,15695170,6306729,15771914,6276009,15695170,6152345,15385686,6160745,15406784
PerfCourtClerk159@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk159,128,"Swansea Civic Centre",128,CourtClerk,95224,237865,89608,223925,96872,241993,96872,241994,99352,248169
PerfCourtClerk15@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk15,47,"Exeter Combined Court Centre",47,CourtClerk,9605425,24019224,9626129,24070917,9636593,24097031,9550401,23881461,9606321,24021371
PerfCourtClerk160@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk160,139,"Truro Combined Court Centre",139,CourtClerk,4647155,11622777,4652867,11636985,4627123,11572508,4641731,11609051,4652867,11636985
PerfCourtClerk161@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk161,149,"Woolwich",149,CourtClerk,5519809,13804985,5545281,13868629,5542225,13861039,5450401,13631216,5545281,13868629
PerfCourtClerk162@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk162,93,"Newcastle Combined Court Centre",93,CourtClerk,1851687,4631613,1921751,4806862,1988407,4973850,1939479,4851338,1932407,4833594
PerfCourtClerk163@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk163,71,"Leicester",71,CourtClerk,9472860,23687374,9404412,23515504,9439180,23602580,9454636,23641498,9491548,23734258
PerfCourtClerk164@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk164,108,"Preston Combined Court Centre",108,CourtClerk,9865992,24670767,9904984,24768245,9845352,24619218,9914456,24791966,9887464,24724415
PerfCourtClerk165@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk165,14,"Bradford Combined Court Centre",14,CourtClerk,7014256,17539804,6925920,17319184,6935648,17343640,6925152,17317293,6948784,17376475
PerfCourtClerk166@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk166,21,"Cardiff",21,CourtClerk,10395964,25994540,10335212,25843064,10396556,25996008,10390588,25981211,10410796,26031553
PerfCourtClerk167@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk167,48,"Field House",48,CourtClerk,6160745,15406784,6308457,15776253,6200665,15506588,6202185,15510354,6306729,15771914
PerfCourtClerk168@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk168,140,"Warrington Combined Court Centre",140,CourtClerk,5117627,12799628,5134315,12841406,5150187,12880939,5157451,12899100,5147435,12874097
PerfCourtClerk169@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk169,150,"Worcester Combined Court Centre",150,CourtClerk,1214574,3038701,1177166,2944986,1214574,3038701,1207742,3021569,1177166,2944986
PerfCourtClerk16@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk16,53,"Harrow",53,CourtClerk,8420825,21058234,8405673,21020480,8487609,21224780,8474761,21192676,8423369,21064598
PerfCourtClerk170@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk170,119,"Snaresbrook",119,CourtClerk,2165159,5415384,2020535,5054083,2088551,5224061,2028807,5074748,2029239,5075800
PerfCourtClerk171@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk171,78,"Liverpool Crown Court",78,CourtClerk,4171760,10434454,4171760,10434454,4171760,10434454,4171760,10434454,,
PerfCourtClerk172@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk172,78,"Liverpool Crown Court",78,CourtClerk,4171760,10434454,4171760,10434454,4171760,10434454,4171760,10434454,,
PerfCourtClerk173@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk173,16,"Bristol",16,CourtClerk,9291644,23233920,9339468,23353247,9385660,23468654,9349660,23378849,9291644,23233920
PerfCourtClerk174@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk174,24,"Central Criminal Court",24,CourtClerk,4857812,12150335,4853876,12140492,4810116,12030856,4758452,11901129,4711748,11784260
PerfCourtClerk175@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk175,130,"Swindon Combined Court Centre",130,CourtClerk,4285537,10719399,4285569,10719479,4285537,10719399,4258337,10651410,4263681,10664835
PerfCourtClerk176@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk176,141,"Warwick Combined Court Centre",141,CourtClerk,3010224,7529439,2961392,7407390,3014336,7539856,3028320,7575013,2981632,7458167
PerfCourtClerk177@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk177,151,"York",151,CourtClerk,2732314,6834157,2722858,6810659,2732314,6834157,2748730,6875097,2740298,6854023
PerfCourtClerk178@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk178,119,"Snaresbrook",119,CourtClerk,2165159,5415384,2127751,5321811,2018663,5049412,2081031,5205291,2017863,5047430
PerfCourtClerk179@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk179,78,"Liverpool Crown Court",78,CourtClerk,4171760,10434454,4171760,10434454,4171760,10434454,4171760,10434454,,
PerfCourtClerk17@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk17,58,"Crown Court sitting at Huntingdon Law Courts",58,CourtClerk,2542005,6357881,2526645,6319435,2528725,6324619,2528853,6324922,2528277,6323499
PerfCourtClerk180@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk180,78,"Liverpool Crown Court",78,CourtClerk,4171760,10434454,4171760,10434454,4171760,10434454,4171760,10434454,,
PerfCourtClerk181@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk181,20,"Canterbury Combined Court Centre",20,CourtClerk,9110513,22780448,9093297,22737576,9118657,22800821,9122385,22810208,9019985,22554408
PerfCourtClerk182@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk182,62,"Isleworth",62,CourtClerk,8141636,20360307,8016740,20046457,8143316,20364459,8148468,20377396,8186532,20472554
PerfCourtClerk183@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk183,131,"Taunton",131,CourtClerk,760582,1902239,771254,1928878,754422,1886800,754422,1886800,760902,1903047
PerfCourtClerk184@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk184,142,"West Midlands Court Centre",142,CourtClerk,5087656,12724772,5107176,12773342,5085736,12719945,5087656,12724772,5086776,12722554
PerfCourtClerk186@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk186,122,"Southwark",122,CourtClerk,7437843,18599566,7594035,18990252,7570771,18931917,7453219,18637900,7466259,18670347
PerfCourtClerk187@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk187,85,"Manchester Crown Square",85,CourtClerk,7817476,19549308,7757060,19398148,7775172,19443202,7747476,19374289,7692292,19235852
PerfCourtClerk188@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk188,68,"Leeds Combined Court Centre",68,CourtClerk,3264434,8165021,3169458,7927800,3182914,7961538,3137042,7846747,3363858,8413729
PerfCourtClerk189@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk189,21,"Cardiff",21,CourtClerk,10430940,26081584,10363596,25913905,10410796,26031553,10362476,25911147,10396556,25996008
PerfCourtClerk18@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk18,3,"Aylesbury",3,CourtClerk,6387370,15973253,6365178,15917813,6375594,15943865,6325386,15818670,6381082,15957572
PerfCourtClerk190@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk190,64,"Kingston",64,CourtClerk,10213387,25538488,10248763,25627037,10166539,25421415,10250971,25632544,10210635,25531724
PerfCourtClerk191@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk191,132,"Taunton Sitting at Worle",132,CourtClerk,581023,1452894,595183,1488355,593695,1484612,576399,1441287,595183,1488355
PerfCourtClerk192@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk192,143,"Winchester Combined Court Centre",143,CourtClerk,8630572,21582124,8707148,21773699,8694124,21741036,8677740,21700291,8668924,21678408
PerfCourtClerk193@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk193,1001,"The Criminal Court, Guildhall",157,CourtClerk,2686201,6718973,2679577,6702473,2696905,6745662,2694681,6740128,2696905,6745662
PerfCourtClerk194@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk194,122,"Southwark",122,CourtClerk,7576563,18946613,7576563,18946613,7548467,18876083,7594035,18990252,7558995,18902502
PerfCourtClerk195@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk195,85,"Manchester Crown Square",85,CourtClerk,7761028,19408092,7692292,19235852,7726692,19322301,7761028,19408092,7726692,19322301
PerfCourtClerk196@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk196,68,"Leeds Combined Court Centre",68,CourtClerk,3275410,8192339,3129666,7828137,3295602,8242724,3308898,8275849,3237298,8097226
PerfCourtClerk197@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk197,24,"Central Criminal Court",24,CourtClerk,4742324,11860778,4735588,11843916,4716596,11796418,4853348,12139174,4832276,12086283
PerfCourtClerk198@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk198,62,"Isleworth",62,CourtClerk,8148468,20377396,8125556,20319825,8137300,20349490,8075988,20195391,8078596,20201866
PerfCourtClerk199@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk199,64,"Kingston",64,CourtClerk,10213483,25538728,10266891,25672491,10236827,25597215,10170379,25431051,10266891,25672491
PerfCourtClerk19@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk19,41,"Croydon Jurys Inn",41,CourtClerk,1349874,3376683,1345506,3365738,1352114,3382277,1349874,3376683,1352258,3382634
PerfCourtClerk200@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk200,134,"Teesside Combined Court Centre",134,CourtClerk,7109040,17777551,7070368,17680674,7064528,17666142,7064528,17666142,7100384,17755808
PerfCourtClerk20@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk20,48,"Field House",48,CourtClerk,6281737,15709487,6160745,15406784,6281737,15709487,6199657,15504077,6234889,15592064
PerfCourtClerk21@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk21,34,"Coventry Crown Court",34,CourtClerk,4909966,12280400,4907742,12274848,4949774,12380202,4915774,12294865,4949774,12380202
PerfCourtClerk22@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk22,22,"Carlisle Combined Court Centre",22,CourtClerk,6069638,15179740,6055862,15145188,6072566,15187094,6087862,15225183,6086742,15222428
PerfCourtClerk23@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk23,17,"Burnley Combined Court Centre",17,CourtClerk,4474242,11190287,4496690,11246331,4513666,11288810,4478562,11201060,4514994,11292182
PerfCourtClerk24@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk24,54,"Harrow CC at Willesden MC",54,CourtClerk,643008,1607790,645200,1613284,648880,1622478,635296,1588577,635296,1588577
PerfCourtClerk25@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk25,42,"Derby Combined Court Centre",42,CourtClerk,5845924,14619966,5831412,14583853,5839748,14604649,5864900,14667207,5817636,14549489
PerfCourtClerk26@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk26,6,"Barrow-in-Furness",6,CourtClerk,142872,357122,146072,365120,142152,355239,145544,363776,142872,357123
PerfCourtClerk27@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk27,35,"Coverdale House",35,CourtClerk,6507916,16274248,6509404,16277977,6507916,16274248,6493820,16238900,6556636,16396087
PerfCourtClerk28@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk28,49,"Gloucester",49,CourtClerk,1702564,4258781,1694068,4237516,1690260,4228019,1697252,4245518,1690260,4228018
PerfCourtClerk29@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk29,18,"Caernarfon",18,CourtClerk,1664403,4163403,1687811,4222020,1677187,4195261,1682515,4208688,1668003,4172397
PerfCourtClerk30@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk30,23,"Carmarthen",23,CourtClerk,1632387,4082925,1631859,4081592,1626755,4068844,1635491,4090693,1623795,4061468
PerfCourtClerk31@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk31,43,"Doncaster",43,CourtClerk,1715284,4290380,1718052,4297177,1716772,4294077,1723380,4310563,1735972,4342084
PerfCourtClerk32@dev.platform.hmcts.net,PerfTester@01,PerfCourtClerk32,59,"Inner London",59,CourtClerk,2831277,7081956,2808925,7025731,2798621,6999933,2824829,7065667,2944349,7364852
