Email,Password,user_name,cth_id,courthouse_name,courthouse_code,Type,cas_id1,hea_id1,cas_id2,hea_id2,cas_id3,hea_id3,cas_id4,hea_id4,cas_id5,hea_id5
PerfCourtManager25@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager25,13,"Bournemouth Combined Court Centre",13,CourtManager,10059034,25153047,10057338,25148849,10072938,25187679,10065690,25169729,10042666,25112393
PerfCourtManager26@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager26,130,"Swindon Combined Court Centre",130,CourtManager,4284769,10717425,4258337,10651409,4271681,10684851,4255361,10644008,4263681,10664833
PerfCourtManager27@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager27,43,"Doncaster",43,CourtManager,1717652,4296212,1721732,4306452,1715668,4291347,1725860,4316814,1722516,4308412
PerfCourtManager28@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager28,58,"Crown Court sitting at Huntingdon Law Courts",58,CourtManager,2536229,6343364,2527717,6322076,2548741,6374689,2522869,6309931,2527717,6322075
PerfCourtManager29@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager29,72,"Leics Crown Sitting At Lough",72,CourtManager,470540,1177028,471148,1178586,450668,1127453,459148,1148630,458172,1146193
PerfCourtManager30@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager30,88,"Birmingham Maple House",88,CourtManager,692835,1732400,698979,1747711,698467,1746430,689875,1724952,697203,1743243
PerfCourtManager31@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager31,115,"Reading Crown Court",115,CourtManager,6443339,16112888,6421595,16058661,6454267,16140159,6415611,16043700,6422235,16060275
PerfCourtManager32@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager32,101,"Peterborough Combined Court Centre",101,CourtManager,2330625,5829360,2347729,5872060,2346561,5869068,2309665,5776839,2315793,5792125
PerfCourtManager33@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager33,30,"Chester Town Hall",30,CourtManager,552110,1380583,552862,1382513,554366,1386242,557918,1395034,557534,1394102
PerfCourtManager34@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager34,73,"Leonardo Hotel",73,CourtManager,942873,2359003,937977,2346687,923961,2311614,937145,2344533,943097,2359575
PerfCourtManager35@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager35,59,"Inner London",59,CourtManager,2831277,7081956,2918109,7299403,2850429,7130016,2819405,7052058,2916477,7295285
PerfCourtManager36@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager36,145,"Wolverhampton CC at Park Hall",145,CourtManager,2652472,6634354,2651400,6631632,2646392,6619048,2650840,6630227,2651400,6631633
PerfCourtManager37@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager37,89,"Merthyr Tydfil Combined Court Centre",89,CourtManager,17261907,32654517,17225334,32619694,17264161,32657211,17257508,32650411,17286375,32677509
PerfCourtManager38@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager38,15,"Crown Court sitting at Brighton Magistrates Court",15,CourtManager,2754075,6888500,2766203,6918718,2756523,6894607,2770171,6928509,2770443,6929208
PerfCourtManager39@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager39,102,"Peterborough Knights Chamber",102,CourtManager,345242,863519,348458,871691,348458,871689,351434,879081,348202,871046
PerfCourtManager40@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager40,74,"Lewes CC Sitting at Chichester",74,CourtManager,722627,1806942,719779,1799744,715907,1790060,725395,1813932,716131,1790615
PerfCourtManager41@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager41,31,"Chichester Combined Court Centre",31,CourtManager,1774342,4437927,1790822,4479236,1779958,4452032,1766838,4419221,1779142,4450005
PerfCourtManager42@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager42,146,"Wolverhampton Magistrates Court",146,CourtManager,1388371,3473255,1392979,3484877,1398963,3499891,1406467,3518594,1403235,3510438
PerfCourtManager43@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager43,60,"Inner London CC at the RCJ",60,CourtManager,987563,2470720,981451,2455482,995035,2489575,984475,2462939,993899,2486700
PerfCourtManager44@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager44,117,"Salisbury Combined Court Centre",117,CourtManager,872329,2181936,843145,2109043,869465,2174668,869929,2175890,859017,2148584
PerfCourtManager45@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager45,90,"Minshull St Sitting at Stockport",90,CourtManager,359098,898238,362490,906779,358346,896391,365898,915189,365850,915063
PerfCourtManager46@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager46,75,"Lewes Combined Court Centre",75,CourtManager,5341470,13359071,5312174,13286024,5307806,13275237,5302942,13263096,5355150,13393181
PerfCourtManager47@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager47,103,"Peterborough Magistrates Court",103,CourtManager,2406738,6019690,2417666,6047075,2425554,6066662,2420018,6052935,2413698,6037191
PerfCourtManager48@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager48,46,"Durham",46,CourtManager,10444157,26114710,10435165,26092227,10439021,26101900,10449645,26128525,10455197,26142351
PerfCourtManager49@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager49,32,"Cirencester",32,CourtManager,64056,160260,71576,179059,74104,185404,73960,185062,66136,165384
PerfCourtManager50@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager50,17,"Burnley Combined Court Centre",17,CourtManager,4514146,11290035,4505058,11267286,4496690,11246330,4513186,11287651,4511810,11284190
PerfCourtManager51@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager51,61,"Ipswich",61,CourtManager,5424703,13567047,5375151,13442900,5379599,13453889,5392639,13486703,5396927,13497387
PerfCourtManager52@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager52,93,"Newcastle Combined Court Centre",93,CourtManager,1969655,4927033,1848263,4623097,1895063,4740077,1801687,4506354,1937479,4846220
PerfCourtManager53@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager53,91,"Mold",91,CourtManager,804055,2011275,804023,2011198,783655,1960131,795207,1989037,791095,1978674
PerfCourtManager54@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager54,47,"Exeter Combined Court Centre",47,CourtManager,9553201,23888434,9668337,24176581,9594929,23992961,9684881,24218065,9535057,23843109
PerfCourtManager55@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager55,104,"Plymouth",104,CourtManager,2253888,5637109,2263312,5660660,2297168,5745382,2265952,5667234,2296128,5742758
PerfCourtManager56@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager56,119,"Snaresbrook",119,CourtManager,2102279,5258164,2086743,5219527,2011639,5031876,2061895,5157464,2222999,5559881
PerfCourtManager57@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager57,134,"Teesside Combined Court Centre",134,CourtManager,7096544,17746137,7100240,17755453,7154128,17890283,7165584,17918973,7067584,17673808
PerfCourtManager58@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager58,77,"Lincoln Combined Court Centre",77,CourtManager,2447475,6121501,2481683,6206995,2471683,6181901,2478291,6198470,2447331,6121142
PerfCourtManager59@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager59,62,"Isleworth",62,CourtManager,8058532,20151651,8125556,20319824,8068148,20175665,8170932,20433671,8094180,20241039
PerfCourtManager60@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager60,149,"Woolwich",149,CourtManager,5517665,13799563,5439329,13603626,5591425,13984030,5468129,13675687,5577025,13947893
PerfCourtManager61@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager61,92,"Newcastle Moot Hall",92,CourtManager,4289569,10729419,4288897,10727783,4318209,10800963,4289953,10730405,4289569,10729418
PerfCourtManager62@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager62,120,"Southampton Combined Court Centre",120,CourtManager,5993590,14989226,6031990,15085246,5997366,14998603,6011478,15033834,6024646,15066606
PerfCourtManager63@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager63,105,"Preston Invincibles Pavilion",105,CourtManager,324250,811098,330442,826632,325706,814765,325354,813910,329546,824409
PerfCourtManager64@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager64,78,"Liverpool Crown Court",78,CourtManager,3825232,9567312,3896352,9745358,4064016,10164856,4096992,10247531,4060240,10155272
PerfCourtManager65@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager65,135,"Teesside Magistrates Court",135,CourtManager,184344,461097,187160,468159,189112,473014,189112,473015,185080,462931
PerfCourtManager66@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager66,150,"Worcester Combined Court Centre",150,CourtManager,1160542,2903565,1195502,2991062,1182142,2957576,1193806,2986782,1195502,2991063
PerfCourtManager67@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager67,63,"Kingston upon Hull Combined Court Centre (including Beverley)",63,CourtManager,6724382,16815823,6717134,16797648,6697006,16747401,6690414,16730841,6705502,16768652
PerfCourtManager68@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager68,20,"Canterbury Combined Court Centre",20,CourtManager,9126673,22821043,9026657,22571081,9045825,22618896,9037681,22598700,9086737,22721232
PerfCourtManager69@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager69,94,"Newport Gwent",94,CourtManager,5282061,13210717,5262925,13162845,5250717,13132171,5287693,13224877,5282237,13211161
PerfCourtManager70@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager70,79,"Liverpool CJC",79,CourtManager,221208,553388,228408,571390,221208,553390,217960,545333,218968,547853
PerfCourtManager71@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager71,106,"Preston Tom Finney Stand",106,CourtManager,175944,440077,174984,437673,166552,416420,173192,433156,165704,414278
PerfCourtManager72@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager72,50,"Great Grimsby Combined Court Centre",50,CourtManager,3799024,9501816,3763888,9413907,3763904,9413941,3798880,9501457,3774048,9439290
PerfCourtManager73@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager73,35,"Coverdale House",35,CourtManager,6568796,16426585,6538220,16350025,6556972,16396900,6538300,16350229,6557468,16398150
PerfCourtManager74@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager74,122,"Southwark",122,CourtManager,7586595,18971722,7516467,18796124,7537411,18848346,7526755,18821855,7430691,18581655
PerfCourtManager75@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager75,64,"Kingston",64,CourtManager,10191419,25483651,10161915,25409827,10199579,25504175,10164379,25416031,10239723,25604468
PerfCourtManager76@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager76,80,"Liverpool Hilton Hotel",80,CourtManager,215400,538911,215464,539067,214904,537678,204808,512417,213320,533676
PerfCourtManager77@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager77,7,"Basildon Combined Court Centre",7,CourtManager,1498979,3749919,1580211,3952707,1532019,3832406,1488019,3722546,1570867,3929404
PerfCourtManager78@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager78,51,"Guildford",51,CourtManager,2373170,5935662,2392114,5983141,2359090,5900576,2391458,5981459,2396818,5994916
PerfCourtManager79@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager79,107,"Portsmouth Combined Court Centre",107,CourtManager,8249652,20630957,8270756,20683596,8204868,20518661,8287444,20725343,8285188,20719769
PerfCourtManager80@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager80,22,"Carlisle Combined Court Centre",22,CourtManager,6113110,15288065,6068182,15176097,6067670,15174838,6054774,15142418,6058822,15152613
PerfCourtManager81@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager81,36,"Aldersgate House",36,CourtManager,528525,1322044,545597,1364311,538109,1345758,543965,1360279,545197,1363308
PerfCourtManager82@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager82,81,"Luton",81,CourtManager,3051473,7633014,3072257,7684944,3062129,7659680,3067537,7673131,3060065,7654507
PerfCourtManager83@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager83,8,"Birmingham",8,CourtManager,9693827,24240425,9718995,24303375,9701987,24260982,9721251,24309086,9816355,24546849
PerfCourtManager84@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager84,52,"Guildford Crown Court Site B",52,CourtManager,86072,215104,88120,220199,85128,212758,82152,205335,82616,206506
PerfCourtManager85@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager85,96,"Northampton Combined Court Centre",96,CourtManager,5782323,14461170,5804067,14515510,5742787,14362437,5810707,14532127,5735347,14343781
PerfCourtManager86@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager86,23,"Carmarthen",23,CourtManager,1614707,4038873,1614147,4037520,1635491,4090691,1622947,4059431,1635491,4090692
PerfCourtManager87@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager87,108,"Preston Combined Court Centre",108,CourtManager,9932024,24835839,9884856,24717879,9905016,24768318,9939640,24854971,9968200,24926265
PerfCourtManager88@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager88,82,"M40 J15 Warwick Hotel",82,CourtManager,1640931,4104415,1652419,4133194,1644995,4114657,1640595,4103555,1641171,4105044
PerfCourtManager89@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager89,138,"The Lowry Theatre",138,CourtManager,5019936,12555212,5050384,12631453,5039664,12604588,5056432,12646689,5025696,12569643
PerfCourtManager90@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager90,53,"Harrow",53,CourtManager,8403225,21014403,8453945,21140999,8452121,21136457,8418201,21051711,8410873,21033430
PerfCourtManager91@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager91,66,"Lancaster",66,CourtManager,1313457,3285913,1320945,3304615,1324369,3313068,1309777,3276661,1324737,3314037
PerfCourtManager92@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager92,24,"Central Criminal Court",24,CourtManager,4742324,11860777,4728212,11825423,4749380,11878500,4832276,12086282,4732772,11836864
PerfCourtManager93@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager93,97,"Norwich Combined Court Centre",97,CourtManager,5957717,14899966,5891973,14735215,5906229,14770943,5940613,14856928,5908453,14776542
PerfCourtManager94@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager94,83,"Maidstone Combined Court",83,CourtManager,7343266,18363047,7305490,18268595,7305650,18269002,7378770,18452059,7341410,18358393
PerfCourtManager95@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager95,109,"Preston Session House",109,CourtManager,2488788,6224802,2496244,6243411,2502052,6257829,2509092,6275482,2484148,6213212
PerfCourtManager96@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager96,54,"Harrow CC at Willesden MC",54,CourtManager,641808,1604757,628384,1571352,635296,1588577,628384,1571353,641808,1604758
PerfCourtManager97@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager97,139,"Truro Combined Court Centre",139,CourtManager,4627123,11572506,4633219,11587758,4632707,11586473,4655267,11642941,4670275,11680542
PerfCourtManager98@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager98,25,"Chelmsford",25,CourtManager,6587341,16473078,6614669,16541568,6667757,16674374,6585837,16469266,6632461,16586141
PerfCourtManager99@dev.platform.hmcts.net,PerfTester@01,PerfCourtManager99,67,"Lancaster Ashton Hall",67,CourtManager,203432,508984,195928,489972,197144,492964,197592,494110,200600,501736
