hea_id,case_number,cas_id,cth_id,courthouse_name,usr_id,Email,Password
9450141,T202400916,3778400,50,GREAT GRIMSBY,345,PerfCourtClerk36@dev.platform.hmcts.net,PerfTester@01
6009982,T202403050,2402834,51,GUILDFORD,346,PerfCourtClerk44@dev.platform.hmcts.net,PerfTester@01
216735,T202400696,86728,52,GUILDFORD CROWN COURT SITE B,361,PerfCourtClerk09@dev.platform.hmcts.net,PerfTester@01
21210062,T202305267,8481736,53,HARROW,362,PerfCourtClerk16@dev.platform.hmcts.net,PerfTester@01
1577619,T202300306,630895,54,HARROW CC AT WILLESDEN MC,363,PerfCourtClerk24@dev.platform.hmcts.net,PerfTester@01
7015128,T202300967,2804716,59,INNER LONDON,364,PerfCourtClerk32@dev.platform.hmcts.net,PerfTester@01
103419,T202400255,41272,56,HEREFORD,365,PerfCourtClerk40@dev.platform.hmcts.net,PerfTester@01
12411268,T202400509,4962318,57,HOVE TRIAL CENTRE,381,PerfCourtClerk10@dev.platform.hmcts.net,PerfTester@01
6328812,T202300623,2530404,58,HUNTINGDON LAW COURTS,382,PerfCourtClerk17@dev.platform.hmcts.net,PerfTester@01
11192001,T202300450,4474945,17,BURNLEY,383,PerfCourtClerk23@dev.platform.hmcts.net,PerfTester@01
4207781,T202301210,1682178,18,CAERNARFON,384,PerfCourtClerk29@dev.platform.hmcts.net,PerfTester@01
10823950,T202400031,4327442,19,CAMBRIDGE,385,PerfCourtClerk35@dev.platform.hmcts.net,PerfTester@01
22775429,T202306039,9108528,20,CANTERBURY,386,PerfCourtClerk41@dev.platform.hmcts.net,PerfTester@01
25954194,T202306289,10379771,21,CARDIFF,401,PerfCourtClerk11@dev.platform.hmcts.net,PerfTester@01
15217474,T202302659,6084757,22,CARLISLE,402,PerfCourtClerk22@dev.platform.hmcts.net,PerfTester@01
4065319,T202300857,1625330,23,CARMARTHEN,403,PerfCourtClerk30@dev.platform.hmcts.net,PerfTester@01
11822698,T202303410,4727107,24,CENTRAL CRIMINAL COURT,404,PerfCourtClerk38@dev.platform.hmcts.net,PerfTester@01
7164567,T202304685,2864204,59,INNER LONDON,421,PerfCourtClerk46@dev.platform.hmcts.net,PerfTester@01
16803165,T202303120,6719341,63,KINGSTON UPON HULL,422,PerfCourtClerk52@dev.platform.hmcts.net,PerfTester@01
25585069,T202306650,10231946,64,KINGSTON UPON THAMES,423,PerfCourtClerk58@dev.platform.hmcts.net,PerfTester@01
2483349,T202301309,992554,60,INNER LONDON CC AT THE RCJ,424,PerfCourtClerk60@dev.platform.hmcts.net,PerfTester@01
13444949,T202300761,5375966,61,IPSWICH,425,PerfCourtClerk66@dev.platform.hmcts.net,PerfTester@01
20263118,T202305596,8102963,62,ISLEWORTH,426,PerfCourtClerk72@dev.platform.hmcts.net,PerfTester@01
23724106,T202305725,9487531,71,LEICESTER,427,PerfCourtClerk78@dev.platform.hmcts.net,PerfTester@01
1179023,T202301533,471323,72,LEICS CROWN SITTING AT LOUGH,428,PerfCourtClerk84@dev.platform.hmcts.net,PerfTester@01
2329955,T202300679,931272,73,LEONARDO HOTEL,429,PerfCourtClerk90@dev.platform.hmcts.net,PerfTester@01
1772781,T202400384,708947,74,LEWES CC SITTING AT CHICHESTER,430,PerfCourtClerk96@dev.platform.hmcts.net,PerfTester@01
3567638,T202301204,1426082,28,CHESTER CROWNE PLAZA,441,PerfCourtClerk47@dev.platform.hmcts.net,PerfTester@01
1549801,T202301210,619759,29,CHESTER MAGISTRATES COURT,442,PerfCourtClerk49@dev.platform.hmcts.net,PerfTester@01
1424444,T202401279,569662,30,CHESTER TOWN HALL,443,PerfCourtClerk57@dev.platform.hmcts.net,PerfTester@01
4432956,T202300444,1772325,31,CHICHESTER,444,PerfCourtClerk65@dev.platform.hmcts.net,PerfTester@01
187014,T202400748,74760,32,CIRENCESTER COURTHOUSE,445,PerfCourtClerk71@dev.platform.hmcts.net,PerfTester@01
11515782,T202402140,4604387,33,COVENTRY,446,PerfCourtClerk79@dev.platform.hmcts.net,PerfTester@01
13405563,T202303770,5360109,75,LEWES COMBINED COURT,447,PerfCourtClerk87@dev.platform.hmcts.net,PerfTester@01
8028519,T202305484,3209793,68,LEEDS,448,PerfCourtClerk95@dev.platform.hmcts.net,PerfTester@01
6166934,T202301382,2465746,77,LINCOLN,461,PerfCourtClerk48@dev.platform.hmcts.net,PerfTester@01
10422842,T202322811,4167119,78,LIVERPOOL,462,PerfCourtClerk54@dev.platform.hmcts.net,PerfTester@01
559109,T202400443,223480,79,LIVERPOOL COMMUNITY JUSTICE CENTRE,463,PerfCourtClerk62@dev.platform.hmcts.net,PerfTester@01
530956,T202300540,212231,80,LIVERPOOL HILTON HOTEL,464,PerfCourtClerk68@dev.platform.hmcts.net,PerfTester@01
7796438,T202404484,3116993,81,LUTON,465,PerfCourtClerk74@dev.platform.hmcts.net,PerfTester@01
4148987,T202301341,1658674,82,M40 J15 WARWICK HOTEL,466,PerfCourtClerk80@dev.platform.hmcts.net,PerfTester@01
18466840,T202305502,7384657,83,MAIDSTONE,467,PerfCourtClerk86@dev.platform.hmcts.net,PerfTester@01
1243653,T202301550,497195,84,MAIDSTONE CC GREAT DANES HOTEL,468,PerfCourtClerk92@dev.platform.hmcts.net,PerfTester@01
19320039,T202306822,7725779,85,MANCHESTER,469,PerfCourtClerk98@dev.platform.hmcts.net,PerfTester@01
3203823,T202300108,1280543,86,MANCHESTER HILTON DEANSGATE,481,PerfCourtClerk50@dev.platform.hmcts.net,PerfTester@01
22226065,T202309023,8888335,87,MANCHESTER MINSHULL STREET,482,PerfCourtClerk56@dev.platform.hmcts.net,PerfTester@01
1713835,T202300517,685474,88,MAPLE HOUSE,483,PerfCourtClerk64@dev.platform.hmcts.net,PerfTester@01
13002199,T202301689,5198811,89,MERTHYR TYDFIL,484,PerfCourtClerk70@dev.platform.hmcts.net,PerfTester@01
897306,T202400095,358714,90,MINSHULL ST SITTING AT STOCKPORT,485,PerfCourtClerk76@dev.platform.hmcts.net,PerfTester@01
1964422,T202300361,785382,91,MOLD,486,PerfCourtClerk82@dev.platform.hmcts.net,PerfTester@01
10816991,T202302257,4324656,92,MOOT HALL,487,PerfCourtClerk88@dev.platform.hmcts.net,PerfTester@01
634003,T202401513,253400,1,4 NEWTON STREET,488,PerfCourtClerk94@dev.platform.hmcts.net,PerfTester@01
13096082,T202300030,5236268,94,NEWPORT CROWN COURT,489,PerfCourtClerk100@dev.platform.hmcts.net,PerfTester@01
20201903,T202304074,8078611,62,ISLEWORTH,501,PerfCourtClerk51@dev.platform.hmcts.net,PerfTester@01
14348767,T202300146,5737346,96,NORTHAMPTON,502,PerfCourtClerk59@dev.platform.hmcts.net,PerfTester@01
14742576,T202300392,5894884,97,NORWICH,503,PerfCourtClerk67@dev.platform.hmcts.net,PerfTester@01
22494249,T202407001,8995904,98,NOTTINGHAM,504,PerfCourtClerk73@dev.platform.hmcts.net,PerfTester@01
3981222,T202300353,1591666,99,NOTTINGHAM CC AT MERCURE HOTEL,505,PerfCourtClerk81@dev.platform.hmcts.net,PerfTester@01
18165261,T202304379,7264288,100,OXFORD,506,PerfCourtClerk89@dev.platform.hmcts.net,PerfTester@01
5827654,T202301695,2329952,101,PETERBOROUGH,507,PerfCourtClerk97@dev.platform.hmcts.net,PerfTester@01
878133,T202300416,351049,102,PETERBOROUGH KNIGHTS CHAMBER,521,PerfCourtClerk53@dev.platform.hmcts.net,PerfTester@01
6057655,T202401044,2421938,103,PETERBOROUGH MAGISTRATES COURT,522,PerfCourtClerk61@dev.platform.hmcts.net,PerfTester@01
5675072,T202301093,2269119,104,PLYMOUTH,523,PerfCourtClerk69@dev.platform.hmcts.net,PerfTester@01
16535878,T202302034,6612364,25,CHELMSFORD,524,PerfCourtClerk77@dev.platform.hmcts.net,PerfTester@01
2529377,T202300861,1010987,26,CHELMSFORD NEW MAGISTRATES,525,PerfCourtClerk85@dev.platform.hmcts.net,PerfTester@01
11074009,T202300693,4427633,27,CHESTER,526,PerfCourtClerk93@dev.platform.hmcts.net,PerfTester@01
25422099,T202302579,10166810,64,KINGSTON UPON THAMES,541,PerfCourtClerk55@dev.platform.hmcts.net,PerfTester@01
3324390,T202301532,1328928,66,LANCASTER,542,PerfCourtClerk63@dev.platform.hmcts.net,PerfTester@01
500773,T202400589,200216,67,LANCASTER ASHTON HALL,543,PerfCourtClerk75@dev.platform.hmcts.net,PerfTester@01
8410016,T202315022,3362401,68,LEEDS,544,PerfCourtClerk83@dev.platform.hmcts.net,PerfTester@01
6440152,T202400998,2574806,69,LEEDS CLOTH HALL COURT,545,PerfCourtClerk91@dev.platform.hmcts.net,PerfTester@01
10191680,T202317038,4074751,78,LIVERPOOL,546,PerfCourtClerk99@dev.platform.hmcts.net,PerfTester@01
807783,T202300259,322937,105,PNE [INVINCIBLES PAVILION],561,PerfCourtClerk101@dev.platform.hmcts.net,PerfTester@01
25814432,T202302788,10323755,21,CARDIFF,562,PerfCourtClerk109@dev.platform.hmcts.net,PerfTester@01
2391562,T202300618,955897,121,SOUTHEND,563,PerfCourtClerk117@dev.platform.hmcts.net,PerfTester@01
18857435,T202308074,7541010,122,SOUTHWARK,564,PerfCourtClerk125@dev.platform.hmcts.net,PerfTester@01
3745803,T202300857,1497330,7,BASILDON,565,PerfCourtClerk132@dev.platform.hmcts.net,PerfTester@01
24597882,T202309153,9836786,8,BIRMINGHAM,566,PerfCourtClerk140@dev.platform.hmcts.net,PerfTester@01
22949035,T202402373,9177874,10,BLACKFRIARS,567,PerfCourtClerk148@dev.platform.hmcts.net,PerfTester@01
25058804,T202303077,10021177,13,BOURNEMOUTH CROWN AND COUNTY COURTS,568,PerfCourtClerk157@dev.platform.hmcts.net,PerfTester@01
17430177,T202304407,6970335,14,BRADFORD,569,PerfCourtClerk165@dev.platform.hmcts.net,PerfTester@01
23389153,T202305368,9353819,16,BRISTOL,570,PerfCourtClerk173@dev.platform.hmcts.net,PerfTester@01
22619409,T202302133,9046032,20,CANTERBURY,571,PerfCourtClerk181@dev.platform.hmcts.net,PerfTester@01
25789988,T202302176,10313963,21,CARDIFF,572,PerfCourtClerk189@dev.platform.hmcts.net,PerfTester@01
11799703,T202402836,4717924,24,CENTRAL CRIMINAL COURT,573,PerfCourtClerk197@dev.platform.hmcts.net,PerfTester@01
421717,T202300216,168647,106,PNE [TOM FINNEY STAND],581,PerfCourtClerk102@dev.platform.hmcts.net,PerfTester@01
11865014,T202304466,4744003,24,CENTRAL CRIMINAL COURT,582,PerfCourtClerk110@dev.platform.hmcts.net,PerfTester@01
18772044,T202305943,7506914,122,SOUTHWARK,583,PerfCourtClerk118@dev.platform.hmcts.net,PerfTester@01
17628864,T202300567,7049695,134,TEESSIDE,584,PerfCourtClerk127@dev.platform.hmcts.net,PerfTester@01
24148743,T202308331,9657232,47,EXETER,585,PerfCourtClerk135@dev.platform.hmcts.net,PerfTester@01
15755706,T202311328,6300264,48,FIELD HOUSE,586,PerfCourtClerk143@dev.platform.hmcts.net,PerfTester@01
24220345,T202310116,9685792,47,EXETER,587,PerfCourtClerk151@dev.platform.hmcts.net,PerfTester@01
15636473,T202308350,6252616,48,FIELD HOUSE,588,PerfCourtClerk158@dev.platform.hmcts.net,PerfTester@01
25920191,T202305436,10366123,21,CARDIFF,589,PerfCourtClerk166@dev.platform.hmcts.net,PerfTester@01
11799015,T202302819,4717651,24,CENTRAL CRIMINAL COURT,590,PerfCourtClerk174@dev.platform.hmcts.net,PerfTester@01
20331350,T202307294,8130131,62,ISLEWORTH,591,PerfCourtClerk182@dev.platform.hmcts.net,PerfTester@01
25583592,T202306614,10231370,64,KINGSTON UPON THAMES,592,PerfCourtClerk190@dev.platform.hmcts.net,PerfTester@01
20316513,T202406925,8124228,62,ISLEWORTH,593,PerfCourtClerk198@dev.platform.hmcts.net,PerfTester@01
20506868,T202400470,8200164,107,PORTSMOUTH,601,PerfCourtClerk103@dev.platform.hmcts.net,PerfTester@01
16157519,T202303789,6461242,115,READING,602,PerfCourtClerk111@dev.platform.hmcts.net,PerfTester@01
2873042,T202403847,1148366,123,STAFFORD,603,PerfCourtClerk119@dev.platform.hmcts.net,PerfTester@01
11345282,T202401083,4536274,124,ST ALBANS,604,PerfCourtClerk126@dev.platform.hmcts.net,PerfTester@01
6578527,T202302060,2630198,125,ST ALBANS MAGISTRATES COURT,605,PerfCourtClerk134@dev.platform.hmcts.net,PerfTester@01
3095191,T202301396,1237150,126,STOKE ON TRENT,606,PerfCourtClerk142@dev.platform.hmcts.net,PerfTester@01
14041615,T202401264,5614418,127,SWANSEA,607,PerfCourtClerk150@dev.platform.hmcts.net,PerfTester@01
221139,T202400006,88488,128,SWANSEA CIVIC CENTRE,608,PerfCourtClerk159@dev.platform.hmcts.net,PerfTester@01
15448948,T202403663,6177625,48,FIELD HOUSE,609,PerfCourtClerk167@dev.platform.hmcts.net,PerfTester@01
10704791,T202301848,4279712,130,SWINDON,610,PerfCourtClerk175@dev.platform.hmcts.net,PerfTester@01
1942354,T202401413,776614,131,TAUNTON,611,PerfCourtClerk183@dev.platform.hmcts.net,PerfTester@01
1483106,T202301144,593102,132,TAUNTON SITTING AT WORLE,612,PerfCourtClerk191@dev.platform.hmcts.net,PerfTester@01
24873610,T202306446,9947079,108,PRESTON,621,PerfCourtClerk104@dev.platform.hmcts.net,PerfTester@01
2141944,T202401594,856313,117,SALISBURY,622,PerfCourtClerk113@dev.platform.hmcts.net,PerfTester@01
20751590,T202300183,8297991,144,WOLVERHAMPTON,623,PerfCourtClerk121@dev.platform.hmcts.net,PerfTester@01
6664726,T202401806,2664536,145,WOLVERHAMPTON CC AT PARK HALL,624,PerfCourtClerk128@dev.platform.hmcts.net,PerfTester@01
3480658,T202300630,1391298,146,WOLVERHAMPTON MAGISTRATES COURT,625,PerfCourtClerk136@dev.platform.hmcts.net,PerfTester@01
16940226,T202300944,6774126,147,WOOD GREEN,626,PerfCourtClerk144@dev.platform.hmcts.net,PerfTester@01
2596593,T202300935,1037772,148,WOOD GREEN CC AT HENDON MC,627,PerfCourtClerk152@dev.platform.hmcts.net,PerfTester@01
13683371,T202302711,5471168,149,WOOLWICH,628,PerfCourtClerk161@dev.platform.hmcts.net,PerfTester@01
2968696,T202402238,1186622,150,WORCESTER SHIRE HALL,629,PerfCourtClerk169@dev.platform.hmcts.net,PerfTester@01
6869459,T202302127,2746473,151,YORK,630,PerfCourtClerk177@dev.platform.hmcts.net,PerfTester@01
4406523,T202301384,1761764,1000,NEWPORT ISLE OF WIGHT,631,PerfCourtClerk185@dev.platform.hmcts.net,PerfTester@01
6735443,T202301173,2692808,1001,THE CRIMINAL COURT GUILDHALL,632,PerfCourtClerk193@dev.platform.hmcts.net,PerfTester@01
25403385,T202302110,10159306,64,KINGSTON UPON THAMES,633,PerfCourtClerk199@dev.platform.hmcts.net,PerfTester@01
6275479,T202301691,2509091,109,PRESTON [THE SESSIONS HOUSE],641,PerfCourtClerk105@dev.platform.hmcts.net,PerfTester@01
10935937,T202300443,4372433,116,READING MAGISTRATES COURT,642,PerfCourtClerk112@dev.platform.hmcts.net,PerfTester@01
17735704,T202403233,7092352,134,TEESSIDE,643,PerfCourtClerk120@dev.platform.hmcts.net,PerfTester@01
477125,T202300797,190743,135,TEESSIDE MAGISTRATES COURT,644,PerfCourtClerk129@dev.platform.hmcts.net,PerfTester@01
23913593,T202402454,9563201,47,EXETER,645,PerfCourtClerk137@dev.platform.hmcts.net,PerfTester@01
19832750,T202306855,7931107,137,THE LAW COURTS WEST BAR SHEFFIELD,646,PerfCourtClerk145@dev.platform.hmcts.net,PerfTester@01
12564519,T202301143,5023663,138,THE LOWRY THEATRE,647,PerfCourtClerk153@dev.platform.hmcts.net,PerfTester@01
11630555,T202301808,4650274,139,TRURO,648,PerfCourtClerk160@dev.platform.hmcts.net,PerfTester@01
12838848,T202301595,5133306,140,WARRINGTON,649,PerfCourtClerk168@dev.platform.hmcts.net,PerfTester@01
7448949,T202401395,2977968,141,WARWICK,650,PerfCourtClerk176@dev.platform.hmcts.net,PerfTester@01
12717808,T202301769,5084887,142,WEST MIDLANDS COURT CENTRE,651,PerfCourtClerk184@dev.platform.hmcts.net,PerfTester@01
21737483,T202304853,8692715,143,WINCHESTER,652,PerfCourtClerk192@dev.platform.hmcts.net,PerfTester@01
10578051,T202301081,4229039,110,PROSPERO HOUSE,661,PerfCourtClerk106@dev.platform.hmcts.net,PerfTester@01
5201528,T202305244,2079526,119,SNARESBROOK,662,PerfCourtClerk115@dev.platform.hmcts.net,PerfTester@01
13114160,T202300482,5243500,94,NEWPORT CROWN COURT,663,PerfCourtClerk123@dev.platform.hmcts.net,PerfTester@01
19929374,T202309282,7969939,137,THE LAW COURTS WEST BAR SHEFFIELD,664,PerfCourtClerk130@dev.platform.hmcts.net,PerfTester@01
8396718,T202414689,3357074,68,LEEDS,665,PerfCourtClerk138@dev.platform.hmcts.net,PerfTester@01
7861394,T202301303,3142897,68,LEEDS,666,PerfCourtClerk146@dev.platform.hmcts.net,PerfTester@01
23604476,T202402750,9439932,71,LEICESTER,667,PerfCourtClerk154@dev.platform.hmcts.net,PerfTester@01
23500421,T202400152,9398364,71,LEICESTER,668,PerfCourtClerk163@dev.platform.hmcts.net,PerfTester@01
10179484,T202316735,4069903,78,LIVERPOOL,669,PerfCourtClerk171@dev.platform.hmcts.net,PerfTester@01
10455950,T202423639,4180368,78,LIVERPOOL,670,PerfCourtClerk179@dev.platform.hmcts.net,PerfTester@01
19053413,T202300162,7619219,85,MANCHESTER,671,PerfCourtClerk187@dev.platform.hmcts.net,PerfTester@01
19552726,T202312638,7818835,85,MANCHESTER,672,PerfCourtClerk195@dev.platform.hmcts.net,PerfTester@01
17315076,T202301527,6924255,14,BRADFORD,681,PerfCourtClerk107@dev.platform.hmcts.net,PerfTester@01
2059214,T202401122,823160,118,SHREWSBURY,682,PerfCourtClerk114@dev.platform.hmcts.net,PerfTester@01
22014407,T202404576,8803484,87,MANCHESTER MINSHULL STREET,683,PerfCourtClerk122@dev.platform.hmcts.net,PerfTester@01
22083341,T202406307,8831180,87,MANCHESTER MINSHULL STREET,684,PerfCourtClerk131@dev.platform.hmcts.net,PerfTester@01
21965584,T202303360,8784027,87,MANCHESTER MINSHULL STREET,685,PerfCourtClerk139@dev.platform.hmcts.net,PerfTester@01
4836196,T202308915,1933462,93,NEWCASTLE UPON TYNE,686,PerfCourtClerk147@dev.platform.hmcts.net,PerfTester@01
4727615,T202406200,1890023,93,NEWCASTLE UPON TYNE,687,PerfCourtClerk155@dev.platform.hmcts.net,PerfTester@01
4558379,T202301976,1822438,93,NEWCASTLE UPON TYNE,688,PerfCourtClerk162@dev.platform.hmcts.net,PerfTester@01
5178850,T202304677,2070454,119,SNARESBROOK,689,PerfCourtClerk170@dev.platform.hmcts.net,PerfTester@01
5095675,T202302596,2037158,119,SNARESBROOK,690,PerfCourtClerk178@dev.platform.hmcts.net,PerfTester@01
18697151,T202304070,7476946,122,SOUTHWARK,691,PerfCourtClerk186@dev.platform.hmcts.net,PerfTester@01
18661873,T202403189,7462851,122,SOUTHWARK,692,PerfCourtClerk194@dev.platform.hmcts.net,PerfTester@01
17795011,T202304715,7116063,134,TEESSIDE,693,PerfCourtClerk200@dev.platform.hmcts.net,PerfTester@01
25070391,T202303367,10025817,13,BOURNEMOUTH CROWN AND COUNTY COURTS,701,PerfCourtClerk108@dev.platform.hmcts.net,PerfTester@01
15068771,T202403754,6025478,120,SOUTHAMPTON,702,PerfCourtClerk116@dev.platform.hmcts.net,PerfTester@01
5215658,T202305600,2085222,119,SNARESBROOK,703,PerfCourtClerk124@dev.platform.hmcts.net,PerfTester@01
17624931,T202400468,7048112,134,TEESSIDE,704,PerfCourtClerk133@dev.platform.hmcts.net,PerfTester@01
19812565,T202306352,7923059,137,THE LAW COURTS WEST BAR SHEFFIELD,705,PerfCourtClerk141@dev.platform.hmcts.net,PerfTester@01
19942459,T202309609,7975171,137,THE LAW COURTS WEST BAR SHEFFIELD,706,PerfCourtClerk149@dev.platform.hmcts.net,PerfTester@01
24683132,T202301691,9870999,108,PRESTON,707,PerfCourtClerk156@dev.platform.hmcts.net,PerfTester@01
24865125,T202406233,9943672,108,PRESTON,708,PerfCourtClerk164@dev.platform.hmcts.net,PerfTester@01
10162108,T202316299,4062927,78,LIVERPOOL,709,PerfCourtClerk172@dev.platform.hmcts.net,PerfTester@01
9934806,T202410613,3971952,78,LIVERPOOL,710,PerfCourtClerk180@dev.platform.hmcts.net,PerfTester@01
7945423,T202303402,3176481,68,LEEDS,711,PerfCourtClerk188@dev.platform.hmcts.net,PerfTester@01
8221082,T202410305,3286930,68,LEEDS,712,PerfCourtClerk196@dev.platform.hmcts.net,PerfTester@01
19436210,T202409734,7772372,85,MANCHESTER,848,PerfCourtClerk01@dev.platform.hmcts.net,PerfTester@01
4900589,T202310516,1959078,93,NEWCASTLE UPON TYNE,6493,PerfCourtClerk12@hmcts.net,PerfTester@01
